date,PRECTOTCORR,Pressure_kPa,Humidity_percent,Temperature_C,Wind_m_s
2024-12-06,0.11,96.08,73.89,25.95,0.72
2024-12-07,3.08,96.1,77.4,26.05,1.0
2024-12-08,1.45,96.14,79.18,25.89,1.14
2024-12-09,1.28,96.08,73.96,26.68,0.9
2024-12-10,23.86,96.0,82.47,26.05,0.81
2024-12-11,25.26,96.06,85.64,24.99,0.86
2024-12-12,2.4,96.07,79.92,25.51,0.77
2024-12-13,4.37,96.04,70.19,27.39,0.45
2024-12-14,5.69,96.02,75.66,27.08,0.71
2024-12-15,3.78,96.05,77.63,26.81,0.7
2024-12-16,3.75,96.12,85.36,25.78,0.99
2024-12-17,1.6,96.15,78.57,26.56,0.59
2024-12-18,1.72,96.21,88.13,25.01,1.17
2024-12-19,0.61,96.25,88.52,24.46,0.89
2024-12-20,2.32,96.18,79.62,26.11,0.74
2024-12-21,10.99,96.14,77.26,26.46,1.0
2024-12-22,4.07,96.14,76.12,26.4,0.57
2024-12-23,3.71,96.09,81.81,25.79,1.0
2024-12-24,9.92,96.12,84.43,24.75,0.73
2024-12-25,6.02,96.13,79.44,24.86,1.17
2024-12-26,1.46,96.12,77.73,25.39,0.78
2024-12-27,2.6,96.12,82.83,25.2,1.28
2024-12-28,1.5,96.12,81.14,25.93,0.9
2024-12-29,1.19,96.12,76.79,26.39,0.9
2024-12-30,1.18,96.14,77.73,26.15,1.07
2024-12-31,0.03,96.1,74.03,26.23,1.04
2025-01-01,1.55,95.98,73.99,26.13,1.13
2025-01-02,1.1,96.01,73.33,26.58,0.95
2025-01-03,1.56,96.12,70.31,27.14,0.67
2025-01-04,1.7,96.1,75.48,26.47,1.03
2025-01-05,3.38,96.01,74.05,26.43,0.82
2025-01-06,0.74,96.08,75.3,26.49,1.36
2025-01-07,0.25,96.2,77.56,25.61,0.85
2025-01-08,0.58,96.06,70.97,26.64,0.99
2025-01-09,1.7,96.03,74.55,26.62,0.85
2025-01-10,1.6,96.06,77.17,26.67,0.71
2025-01-11,60.2,96.09,77.67,26.71,0.76
2025-01-12,0.54,96.03,73.76,26.88,0.79
2025-01-13,4.06,95.91,74.69,26.89,0.74
2025-01-14,20.29,95.87,86.87,25.61,1.08
2025-01-15,8.25,95.92,81.9,25.88,0.82
2025-01-16,3.72,95.94,79.75,26.13,0.92
2025-01-17,6.54,96.08,78.93,25.81,0.86
2025-01-18,2.66,96.06,74.11,25.93,0.83
2025-01-19,3.57,96.12,79.68,25.39,1.25
2025-01-20,5.51,96.16,82.82,25.02,1.47
2025-01-21,2.87,96.19,85.18,24.67,1.09
2025-01-22,3.38,96.18,82.44,25.11,0.97
2025-01-23,8.3,96.1,81.37,25.72,0.97
2025-01-24,6.08,96.17,84.98,24.55,0.93
2025-01-25,1.21,96.17,77.63,25.23,1.13
2025-01-26,0.39,96.17,79.05,25.34,1.39
2025-01-27,0.27,96.13,84.88,24.8,1.58
2025-01-28,0.12,96.15,79.47,25.29,1.36
2025-01-29,0.2,96.13,80.75,25.75,1.07
2025-01-30,0.11,96.12,80.54,25.72,1.22
2025-01-31,0.46,96.06,78.82,25.81,0.73
2025-02-01,1.68,96.0,73.64,26.65,0.78
2025-02-02,1.35,95.93,78.58,26.4,1.17
2025-02-03,4.53,95.86,80.92,26.04,1.14
2025-02-04,3.37,95.86,75.47,27.12,0.75
2025-02-05,0.63,95.82,74.58,27.22,1.09
2025-02-06,2.91,95.76,76.32,27.34,0.9
2025-02-07,4.19,95.89,82.78,26.2,1.31
2025-02-08,0.4,95.97,78.26,26.68,1.0
2025-02-09,0.19,95.86,68.78,28.3,0.84
2025-02-10,10.25,95.73,72.69,28.12,0.7
2025-02-11,18.04,95.73,83.29,26.77,0.87
2025-02-12,6.66,95.85,86.02,26.11,1.04
2025-02-13,7.1,95.97,89.05,25.39,1.33
2025-02-14,1.89,96.06,84.5,25.4,1.22
2025-02-15,1.66,95.99,79.0,26.72,0.87
2025-02-16,1.78,95.88,77.6,26.82,0.88
2025-02-17,26.57,95.91,78.6,26.77,0.76
2025-02-18,1.04,96.04,78.8,26.18,0.9
2025-02-19,0.24,96.0,76.28,26.62,1.04
2025-02-20,2.36,95.99,81.42,26.2,1.07
2025-02-21,2.93,96.01,85.69,25.62,1.03
2025-02-22,0.47,96.03,75.61,26.38,0.99
2025-02-23,0.81,95.96,75.1,26.35,0.91
2025-02-24,1.92,96.03,76.26,26.81,0.88
2025-02-25,2.39,96.1,83.86,25.98,0.91
2025-02-26,0.28,96.13,77.54,26.61,0.62
2025-02-27,0.02,96.07,70.79,27.17,0.91
2025-02-28,0.44,96.01,70.9,27.56,1.04
2025-03-01,0.19,95.92,72.17,27.7,0.77
2025-03-02,1.71,95.92,78.44,27.29,1.01
2025-03-03,0.76,95.8,71.7,27.85,1.31
2025-03-04,0.7,95.74,70.29,28.0,1.27
2025-03-05,3.01,95.79,79.52,26.9,0.73
2025-03-06,1.22,95.9,79.88,26.88,0.87
2025-03-07,4.21,95.97,82.1,26.55,1.08
2025-03-08,10.58,95.97,85.96,25.35,1.11
2025-03-09,0.3,95.93,72.42,27.14,0.94
2025-03-10,0.02,95.95,71.42,27.54,1.03
2025-03-11,0.85,95.97,67.86,28.12,0.69
2025-03-12,2.13,95.86,69.51,28.36,0.69
2025-03-13,5.44,95.92,80.81,26.61,1.96
2025-03-14,2.47,96.07,78.51,26.52,1.72
2025-03-15,2.02,96.18,73.5,27.07,0.82
2025-03-16,2.65,96.12,70.67,27.6,0.84
2025-03-17,4.63,96.0,76.77,27.12,1.0
2025-03-18,1.21,96.04,78.65,26.57,1.4
2025-03-19,2.44,96.13,80.05,26.22,0.72
2025-03-20,4.93,96.23,78.1,26.17,1.35
2025-03-21,10.99,96.23,80.53,26.15,1.07
2025-03-22,2.61,96.12,79.28,26.84,1.2
2025-03-23,0.79,96.09,77.7,26.48,0.81
2025-03-24,0.86,96.11,76.72,26.76,1.2
2025-03-25,3.26,96.06,74.2,27.53,1.09
2025-03-26,2.68,95.93,81.03,26.48,1.07
2025-03-27,8.24,95.87,85.02,25.94,1.45
2025-03-28,2.45,95.93,80.73,26.54,0.72
2025-03-29,8.38,95.91,78.17,27.06,0.87
2025-03-30,5.78,95.86,83.37,26.39,1.22
2025-03-31,16.68,95.9,81.53,26.53,1.05
2025-04-01,24.1,95.98,89.13,24.95,1.33
2025-04-02,0.96,95.91,78.7,26.1,0.76
2025-04-03,4.51,95.99,72.44,27.4,0.55
2025-04-04,11.31,96.0,82.11,26.81,1.14
2025-04-05,5.82,96.03,86.25,25.22,1.67
2025-04-06,2.77,96.05,85.18,25.48,1.56
2025-04-07,1.27,96.12,80.54,26.07,1.06
2025-04-08,0.8,96.23,77.81,26.32,0.57
2025-04-09,4.2,96.21,78.02,26.49,0.55
2025-04-10,4.6,96.04,84.9,25.84,0.98
2025-04-11,62.75,96.06,90.4,24.92,1.21
2025-04-12,4.66,96.01,78.86,26.22,0.53
2025-04-13,7.83,96.05,79.51,26.16,0.8
2025-04-14,7.96,96.06,78.26,26.75,1.1
2025-04-15,13.22,96.09,81.34,26.44,1.11
2025-04-16,9.19,96.1,82.67,26.23,0.93
2025-04-17,3.5,96.16,87.58,25.46,0.88
2025-04-18,5.08,96.16,85.15,25.41,0.96
2025-04-19,3.87,96.05,77.4,26.35,0.69
2025-04-20,8.88,95.91,77.93,26.76,0.66
2025-04-21,4.14,95.88,80.51,26.35,0.5
2025-04-22,4.32,95.94,82.32,26.32,1.15
2025-04-23,4.73,95.95,84.68,26.22,1.29
2025-04-24,41.94,95.93,82.56,26.4,1.13
2025-04-25,8.45,95.91,84.8,26.04,1.57
2025-04-26,4.24,95.91,84.32,25.91,0.96
2025-04-27,54.07,95.89,86.31,25.88,1.21
2025-04-28,8.12,96.0,84.66,25.68,0.81
2025-04-29,3.78,95.95,81.11,25.77,0.63
2025-04-30,0.71,95.86,75.49,27.12,0.72
2025-05-01,26.33,95.95,77.97,26.81,0.7
2025-05-02,8.06,96.06,82.32,26.24,1.08
2025-05-03,3.49,96.1,83.06,25.78,0.96
2025-05-04,10.51,96.17,87.08,25.23,0.93
2025-05-05,10.49,96.16,84.6,25.75,1.67
2025-05-06,1.34,96.23,84.77,25.42,1.65
2025-05-07,0.7,96.15,82.46,25.86,1.63
2025-05-08,4.27,96.08,86.99,25.06,1.36
2025-05-09,37.83,96.15,84.91,25.01,1.14
2025-05-10,2.99,96.28,79.2,25.93,0.85
2025-05-11,10.92,96.37,82.47,25.61,0.99
2025-05-12,3.49,96.25,83.11,25.71,0.98
2025-05-13,4.63,96.14,85.1,25.9,1.36
2025-05-14,7.68,96.08,85.58,25.88,1.29
2025-05-15,10.43,96.02,87.08,25.78,1.3
2025-05-16,12.47,95.99,87.16,25.82,1.43
2025-05-17,9.27,95.99,85.29,26.11,1.28
2025-05-18,3.49,96.01,84.0,26.07,0.59
2025-05-19,20.62,96.13,88.48,25.34,0.96
2025-05-20,65.22,96.15,85.61,25.36,1.2
2025-05-21,9.21,96.18,81.69,25.89,0.87
2025-05-22,8.01,96.29,85.37,25.51,1.14
2025-05-23,4.32,96.27,83.53,25.64,1.51
2025-05-24,13.85,96.19,82.08,25.98,1.0
2025-05-25,102.01,96.35,83.47,25.23,1.07
2025-05-26,1.46,96.43,80.11,25.25,0.72
2025-05-27,1.1,96.35,81.61,25.31,1.08
2025-05-28,4.22,96.4,82.01,25.1,0.98
2025-05-29,2.33,96.42,81.31,25.61,0.92
2025-05-30,1.18,96.32,80.49,25.96,1.04
2025-05-31,0.08,96.38,80.5,25.53,1.01
2025-06-01,0.02,96.38,76.18,25.48,1.03
2025-06-02,0.04,96.33,75.7,25.5,0.85
2025-06-03,0.01,96.29,79.57,25.55,1.13
2025-06-04,0.0,96.31,80.05,25.09,1.46
2025-06-05,0.05,96.4,76.12,24.92,0.87
2025-06-06,0.02,96.38,77.8,25.22,1.0
2025-06-07,0.9,96.33,81.07,24.99,1.07
2025-06-08,1.42,96.32,76.7,25.69,0.7
2025-06-09,0.68,96.25,78.33,25.99,1.03
2025-06-10,4.43,96.2,78.68,26.14,0.89
2025-06-11,8.31,96.11,84.4,25.55,1.11
2025-06-12,3.28,96.12,82.07,26.02,0.91
2025-06-13,8.5,96.22,80.92,25.57,1.13
2025-06-14,5.76,96.32,81.41,25.17,1.27
2025-06-15,0.01,96.38,78.9,24.76,1.32
2025-06-16,0.0,96.38,77.63,24.91,1.45
2025-06-17,0.0,96.39,77.51,24.54,1.51
2025-06-18,0.0,96.42,81.75,24.4,1.5
2025-06-19,0.06,96.45,81.69,24.26,1.74
2025-06-20,0.26,96.39,77.66,24.45,1.07
2025-06-21,1.89,96.35,82.96,24.2,1.76
2025-06-22,0.11,96.28,81.54,24.18,1.68
2025-06-23,0.0,96.19,80.43,24.42,1.31
2025-06-24,0.27,96.17,82.12,24.44,1.22
2025-06-25,0.21,96.24,82.06,24.78,1.01
2025-06-26,0.11,96.24,78.63,25.35,1.27
2025-06-27,0.3,96.28,83.73,24.26,1.8
2025-06-28,0.42,96.31,83.2,23.71,1.64
2025-06-29,0.03,96.21,81.02,24.21,1.68
2025-06-30,0.04,96.28,83.02,23.42,2.01
2025-07-01,0.04,96.34,80.01,23.88,1.09
2025-07-02,0.06,96.42,81.43,23.66,1.58
2025-07-03,0.01,96.38,82.14,23.97,1.61
2025-07-04,0.02,96.35,80.97,23.79,1.92
2025-07-05,0.24,96.34,80.88,23.6,1.69
2025-07-06,0.12,96.38,80.48,23.55,1.66
2025-07-07,0.05,96.35,75.97,24.29,1.45
2025-07-08,0.12,96.46,81.64,23.16,2.27
2025-07-09,0.13,96.54,82.16,22.66,2.27
2025-07-10,0.0,96.49,73.16,23.31,1.27
2025-07-11,0.0,96.44,75.79,22.31,1.78
2025-07-12,0.03,96.4,80.54,22.21,1.63
2025-07-13,0.1,96.48,80.43,22.85,1.79
2025-07-14,0.1,96.54,79.76,23.32,1.7
2025-07-15,0.02,96.45,79.42,23.36,1.83
2025-07-16,0.02,96.4,80.19,23.01,2.34
2025-07-17,0.04,96.44,77.92,23.0,1.62
2025-07-18,0.02,96.45,76.47,23.32,1.24
2025-07-19,0.13,96.43,76.18,24.15,1.25
2025-07-20,0.02,96.22,80.64,23.89,2.28
2025-07-21,0.04,96.22,81.64,22.77,2.3
2025-07-22,0.03,96.29,77.85,23.39,1.57
2025-07-23,0.01,96.3,78.71,23.09,1.93
2025-07-24,0.02,96.31,79.5,23.15,2.26
2025-07-25,0.04,96.3,78.59,22.94,1.89
2025-07-26,0.02,96.35,75.42,23.23,1.73
2025-07-27,0.07,96.4,76.78,22.66,2.01
2025-07-28,0.07,96.38,76.12,23.9,1.4
2025-07-29,0.05,96.35,76.11,24.83,1.44
2025-07-30,0.01,96.42,73.17,23.54,2.05
2025-07-31,0.04,96.46,73.83,22.59,1.64
2025-08-01,0.0,96.38,72.43,22.3,1.06
2025-08-02,0.09,96.43,76.81,21.31,2.06
2025-08-03,0.07,96.43,81.16,20.74,2.19
2025-08-04,0.01,96.41,74.62,22.27,1.8
2025-08-05,0.02,96.45,75.53,22.2,2.07
2025-08-06,0.02,96.33,74.05,22.27,1.82
2025-08-07,0.03,96.22,76.07,22.69,1.97
2025-08-08,0.03,96.2,75.86,22.58,2.08
2025-08-09,0.04,96.25,77.96,22.26,2.12
2025-08-10,0.02,96.25,75.32,23.49,2.12
2025-08-11,0.05,96.23,75.05,23.64,2.38
2025-08-12,0.04,96.19,74.24,23.23,2.11
2025-08-13,0.09,96.27,75.18,22.76,2.18
2025-08-14,0.03,96.45,78.86,21.79,2.28
2025-08-15,0.0,96.45,74.77,23.12,2.24
2025-08-16,0.0,96.34,70.6,22.62,2.69
2025-08-17,0.0,96.31,71.27,22.5,2.42
2025-08-18,0.01,96.38,72.48,22.99,2.14
2025-08-19,0.0,96.35,73.18,23.33,2.05
2025-08-20,0.01,96.32,75.56,23.6,2.69
2025-08-21,0.02,96.29,76.07,23.1,2.76
2025-08-22,0.01,96.26,74.9,22.84,2.7
2025-08-23,0.01,96.25,72.39,22.92,2.85
2025-08-24,0.0,96.21,74.99,22.83,2.62
2025-08-25,0.0,96.42,75.89,22.05,2.04
2025-08-26,0.0,96.48,72.47,23.77,2.25
2025-08-27,0.0,96.4,73.71,24.26,2.28
2025-08-28,0.01,96.37,74.2,24.76,1.9
2025-08-29,0.0,96.26,72.0,25.19,2.41
2025-08-30,0.0,96.24,74.19,24.66,2.3
2025-08-31,0.01,96.32,73.29,25.33,1.86
2025-09-01,1.08,96.17,80.39,24.08,1.46
2025-09-02,0.25,96.12,80.89,23.24,2.02
2025-09-03,0.47,96.07,80.54,22.49,1.91
2025-09-04,0.08,96.03,80.76,22.8,1.35
2025-09-05,1.02,96.07,78.11,24.04,1.59
2025-09-06,0.66,96.15,79.79,24.07,1.58
2025-09-07,0.53,96.1,76.75,24.95,1.77
2025-09-08,0.22,96.1,77.54,23.95,1.81
2025-09-09,1.15,96.11,78.78,23.76,1.56
2025-09-10,0.71,96.21,79.55,24.08,1.37
2025-09-11,0.56,96.24,79.32,24.03,1.69
2025-09-12,3.53,96.12,79.56,24.33,1.62
2025-09-13,0.93,96.08,82.66,23.44,1.44
2025-09-14,1.76,96.11,79.96,24.11,1.3
2025-09-15,3.23,96.04,76.25,25.32,1.43
2025-09-16,0.62,96.01,78.4,24.27,1.66
2025-09-17,0.36,95.98,75.87,24.74,1.62
2025-09-18,0.58,95.96,72.88,25.31,1.29
2025-09-19,3.76,96.0,72.8,25.85,1.74
2025-09-20,3.82,96.04,79.25,24.94,1.64
2025-09-21,12.96,96.11,91.08,22.67,1.33
2025-09-22,4.68,96.06,79.44,24.73,1.22
2025-09-23,2.3,96.18,82.28,24.19,1.81
2025-09-24,3.26,96.2,80.6,24.63,1.34
2025-09-25,6.27,96.15,79.21,25.02,1.34
2025-09-26,3.55,96.11,80.69,24.69,1.36
2025-09-27,3.03,96.0,75.02,26.46,0.92
2025-09-28,3.16,96.08,79.73,25.04,1.65
2025-09-29,3.18,96.04,81.37,24.74,1.55
2025-09-30,2.77,96.14,83.0,23.87,1.77
2025-10-01,1.39,96.18,83.08,23.0,1.63
